unix,value
1515186254253,1.30050297235162
1515186284253,1.30123552021162
1515186314253,1.28774175214942
1515186344253,1.29019886098811
1515186374253,1.24688711871714
1515186404253,1.22173286367754
1515186434253,1.18325391406345
1515186464253,1.14513720078167
1515186494253,1.1398544432781
1515186524253,1.13933751419621
1515186554253,1.17445938478897
1515186584253,1.2200058167195
1515186614253,1.21802049219516
1515186644253,1.2498655624687
1515186674253,1.20332652358493
1515186704253,1.19604338856695
1515186734253,1.21398864198196
1515186764253,1.21534204411569
1515186794253,1.2648721529473
1515186824253,1.23033420968816
1515186854253,1.19128944375147
1515186884253,1.16017912319404
1515186914253,1.18647803686861
1515186944253,1.21356786944138
1515186974253,1.22378645004881
1515187004253,1.202788303072
1515187034253,1.15565852837435
1515187064253,1.13029750058441
1515187094253,1.08175304717466
1515187124253,1.09649566958961
1515187154253,1.05841488016696
1515187184253,1.01762380957027
1515187214253,1.05250395850861
1515187244253,1.00877613693419
1515187274253,1.04358414176087
1515187304253,1.05976231601544
1515187334253,1.07033059227761
1515187364253,1.10521536928379
1515187394253,1.08277930779512
1515187424253,1.05818920215042
1515187454253,1.07743182144008
1515187484253,1.08785728865203
1515187514253,1.07621581381011
1515187544253,1.03081564418078
1515187574253,1.07468673697425
1515187604253,1.11123735493107
1515187634253,1.14173090823075
1515187664253,1.13491400367809
1515187694253,1.13214420645132
1515187724253,1.09221495061285
1515187754253,1.07049584047426
1515187784253,1.04949466637312
1515187814253,1.08403684319185
1515187844253,1.13293825247462
1515187874253,1.13037046153581
1515187904253,1.11438656843472
1515187934253,1.13882020262015
1515187964253,1.14823660198517
1515187994253,1.19047513021644
1515188024253,1.21816153492227
1515188054253,1.19013705458033
1515188084253,1.22701913275617
1515188114253,1.18744687288415
1515188144253,1.21742149296562
1515188174253,1.20498535330639
1515188204253,1.23089829449584
1515188234253,1.19156457748803
1515188264253,1.18330707453811
1515188294253,1.23034413998497
1515188324253,1.21762692684663
1515188354253,1.24977551556648
1515188384253,1.28283599197531
1515188414253,1.25662545559771
1515188444253,1.28074567007401
1515188474253,1.27696510752522
1515188504253,1.27749487437657
1515188534253,1.30802602866107
1515188564253,1.32972511196496
1515188594253,1.36294385174426
1515188624253,1.38661181439488
1515188654253,1.38512011411838
1515188684253,1.39480724397339
1515188714253,1.42221601341023
1515188744253,1.46360081583895
1515188774253,1.45006254839248
1515188804253,1.48298293307097
1515188834253,1.45764968565556
1515188864253,1.49362842531112
1515188894253,1.50246839467551
1515188924253,1.50326029260329
1515188954253,1.54500483267242
1515188984253,1.49615670956958
1515189014253,1.53880295834448
1515189044253,1.53868049214998
1515189074253,1.49211486684723
1515189104253,1.52447540796105
1515189134253,1.52447313504502
1515189164253,1.53285704012162
1515189194253,1.54989301015152
1515189224253,1.51785116175555
1515189254253,1.54373549672018
1515189284253,1.53248655296978
1515189314253,1.52863258297026
1515189344253,1.48857999888183
1515189374253,1.46650215432351
1515189404253,1.46172256777609
1515189434253,1.41693193005255
1515189464253,1.37735389239497
1515189494253,1.38003586422654
1515189524253,1.42693830643638
1515189554253,1.43042325905078
1515189584253,1.38315780993232
1515189614253,1.40935546951804
1515189644253,1.3779260350987
1515189674253,1.35710414008103
1515189704253,1.36939252988407
1515189734253,1.32886583862308
1515189764253,1.29790877632234
1515189794253,1.29142166385028
1515189824253,1.29606513951256
1515189854253,1.29731132811741
1515189884253,1.27199887145404
1515189914253,1.30490139913973
1515189944253,1.30114656665881
1515189974253,1.29668481345134
1515190004253,1.32768152527403
1515190034253,1.36809575290796
1515190064253,1.39200768272486
1515190094253,1.41269352250392
1515190124253,1.42655241884131
1515190154253,1.37708445860868
1515190184253,1.34923170781659
1515190214253,1.30389482109057
1515190244253,1.31915540926585
1515190274253,1.36693903695184
1515190304253,1.32669628042574
1515190334253,1.29023738028027
1515190364253,1.30769873380554
1515190394253,1.32116138079258
1515190424253,1.36240269989353
1515190454253,1.39011372229555
1515190484253,1.35435851253772
1515190514253,1.33765528036172
1515190544253,1.34959280751627
1515190574253,1.39689975282964
1515190604253,1.43590974201723
1515190634253,1.41086395932867
1515190664253,1.43493964252292
1515190694253,1.40563907134609
1515190724253,1.39678505624029
1515190754253,1.4196722886151
1515190784253,1.40062707799982
1515190814253,1.36549809554848
1515190844253,1.3278905899161
1515190874253,1.34460255291527
1515190904253,1.34579934454327
1515190934253,1.35164787310718
1515190964253,1.40154873558858
1515190994253,1.41595790470762
1515191024253,1.41288334832661
1515191054253,1.41768953414526
1515191084253,1.39898696660483
1515191114253,1.38872308916818
1515191144253,1.42754616466237
1515191174253,1.47391656710483
1515191204253,1.45525427051133
1515191234253,1.50332570811888
1515191264253,1.46426277952933
1515191294253,1.43504971742399
1515191324253,1.40447057893242
1515191354253,1.40321786888094
1515191384253,1.39522982409467
1515191414253,1.40081011480689
1515191444253,1.40308168323388
1515191474253,1.43001413649414
1515191504253,1.41701553485683
1515191534253,1.45840631036945
1515191564253,1.4293713109006
1515191594253,1.42830953310631
1515191624253,1.43483779071124
1515191654253,1.44088028522249
1515191684253,1.40721882966217
1515191714253,1.4104313306559
1515191744253,1.38997118554077
1515191774253,1.43094284950334
1515191804253,1.450520099886
1515191834253,1.40779633154524
1515191864253,1.45006695045161
1515191894253,1.49861557562771
1515191924253,1.4952024116857
1515191954253,1.49911112659569
1515191984253,1.46275136396883
1515192014253,1.41580354837505
1515192044253,1.3823407517431
1515192074253,1.3687758850254
1515192104253,1.36518947496786
1515192134253,1.38969814264667
1515192164253,1.38417183497649
1515192194253,1.39973895968857
1515192224253,1.41570820159545
1515192254253,1.45664675317548
1515192284253,1.42066389907648
1515192314253,1.42395264437606
1515192344253,1.3752312116908
1515192374253,1.41762990663649
1515192404253,1.39850518379756
1515192434253,1.42387968247006
1515192464253,1.43647913159173
1515192494253,1.42193917269909
1515192524253,1.40164973733558
1515192554253,1.41145575345096
1515192584253,1.39633928148371
1515192614253,1.39730192175941
1515192644253,1.35518283327351
1515192674253,1.39606578238125
1515192704253,1.38453342376022
1515192734253,1.41261835522606
1515192764253,1.37281462290455
1515192794253,1.42066603443616
1515192824253,1.39745918649596
1515192854253,1.37152065824322
1515192884253,1.32732147694441
1515192914253,1.28970992317875
1515192944253,1.31391002501543
1515192974253,1.32942217161386
1515193004253,1.31452922418924
1515193034253,1.30348899499676
1515193064253,1.29253208234093
1515193094253,1.25836851748562
1515193124253,1.23888738080342
1515193154253,1.25138011148729
1515193184253,1.24829719467009
1515193214253,1.25369507048917
1515193244253,1.286664050788
1515193274253,1.30225375681289
1515193304253,1.29427910542315
1515193334253,1.30732890456325
1515193364253,1.30926283824223
1515193394253,1.29640399818141
1515193424253,1.30650038498291
1515193454253,1.35070313669308
1515193484253,1.34537991923065
1515193514253,1.35219049702966
1515193544253,1.37102855756927
1515193574253,1.40780937751187
1515193604253,1.37683456438912
1515193634253,1.38951216148655
1515193664253,1.43468343437867
1515193694253,1.41033768863899
1515193724253,1.45830518054231
1515193754253,1.47663383901894
1515193784253,1.49094623901925
1515193814253,1.48756851981746
1515193844253,1.47634249246975
1515193874253,1.46825026262936
1515193904253,1.50338799550821
1515193934253,1.45501669517486
1515193964253,1.48410533863777
1515193994253,1.46987175935408
1515194024253,1.47716340172438
1515194054253,1.51907890807794
1515194084253,1.50541031940626
1515194114253,1.50217333338325
1515194144253,1.45711451117281
1515194174253,1.47433234512542
1515194204253,1.437221278058
1515194234253,1.46670693027168
1515194264253,1.48470059024855
1515194294253,1.47699179573776
1515194324253,1.47584939623524
1515194354253,1.50126723847411
1515194384253,1.47741823626096
1515194414253,1.50047334400028
1515194444253,1.48822836873039
1515194474253,1.47081876908001
1515194504253,1.50020345828971
1515194534253,1.49919369919188
1515194564253,1.49274408488662
1515194594253,1.53016336678069
1515194624253,1.52665032650188
1515194654253,1.54907978197982
1515194684253,1.54286827989522
1515194714253,1.50625711297908
1515194744253,1.47412605622044
1515194774253,1.48631626106161
1515194804253,1.53449659174518
1515194834253,1.48479139412976
1515194864253,1.45141529729656
1515194894253,1.44247650743577
1515194924253,1.47292848058181
1515194954253,1.46332512952542
1515194984253,1.49728628520262
1515195014253,1.46345379816529
1515195044253,1.49330331573417
1515195074253,1.5114841961821
1515195104253,1.51935553656395
1515195134253,1.56726930512454
1515195164253,1.56913870513399
1515195194253,1.52075893172098
1515195224253,1.54465081873101
1515195254253,1.53419035339457
1515195284253,1.57887429051514
1515195314253,1.58175435791805
1515195344253,1.60855101168088
1515195374253,1.58110066134534
1515195404253,1.57327832203511
1515195434253,1.61453561429611
1515195464253,1.57340287036421
1515195494253,1.52958644266687
1515195524253,1.54210952361678
1515195554253,1.52825701559347
1515195584253,1.53633532956537
1515195614253,1.57800469113421
1515195644253,1.61728415212933
1515195674253,1.65214633902169
1515195704253,1.65027334745986
1515195734253,1.62321592570432
1515195764253,1.60210999643994
1515195794253,1.59486096938833
1515195824253,1.61389847265738
1515195854253,1.57649260320537
1515195884253,1.58935435225226
1515195914253,1.56628680208991
1515195944253,1.57812603443308
1515195974253,1.53658698598695
1515196004253,1.57804367254863
1515196034253,1.53802715737281
1515196064253,1.58123274754325
1515196094253,1.60080689182543
1515196124253,1.6255259517932
1515196154253,1.65699687244231
1515196184253,1.70411771333502
1515196214253,1.69604787244277
1515196244253,1.65957526732682
1515196274253,1.61652269238444
1515196304253,1.64426821074182
1515196334253,1.6851766412543
1515196364253,1.67176882057533
1515196394253,1.71708811415224
1515196424253,1.68710065830364
1515196454253,1.6440236967262
1515196484253,1.68545124304269
1515196514253,1.64589157390682
1515196544253,1.67442970309613
1515196574253,1.66873418426548
1515196604253,1.70105251923718
1515196634253,1.74334431334554
1515196664253,1.72023236531309
1515196694253,1.76521969598961
1515196724253,1.73527356799937
1515196754253,1.72020233013677
1515196784253,1.73922202796173
1515196814253,1.6983404550228
1515196844253,1.68092317834074
1515196874253,1.69222093480277
1515196904253,1.71889872041945
1515196934253,1.73665020770237
1515196964253,1.77769104276211
1515196994253,1.79602674497106
1515197024253,1.77711970807385
1515197054253,1.75931388393944
1515197084253,1.80736558603
1515197114253,1.79665869781592
1515197144253,1.77812321015081
1515197174253,1.80917537045161
1515197204253,1.79820202153558
1515197234253,1.76435017639974
1515197264253,1.79249214308452
1515197294253,1.82482417902202
1515197324253,1.78194084755701
1515197354253,1.78915942548269
1515197384253,1.82550982440613
1515197414253,1.80908460156484
1515197444253,1.78182303036182
1515197474253,1.79393749520832
1515197504253,1.76510407943982
1515197534253,1.76752549762257
1515197564253,1.76591981827091
1515197594253,1.73345456944474
1515197624253,1.70959718602691
1515197654253,1.75876207848022
1515197684253,1.79185751133685
1515197714253,1.84007577083077
1515197744253,1.83959604310319
1515197774253,1.82938634093357
1515197804253,1.79183756375771
1515197834253,1.82983997758936
1515197864253,1.78918741337917
1515197894253,1.79141705180119
1515197924253,1.77168669124212
1515197954253,1.73168072231658
1515197984253,1.78154831776933
1515198014253,1.7998047948814
1515198044253,1.81403112535553
1515198074253,1.85184949364134
1515198104253,1.81072082997333
1515198134253,1.81285526450391
1515198164253,1.84183108303315
1515198194253,1.88931705192165
1515198224253,1.84459488200703
1515198254253,1.86076506211458
1515198284253,1.82491488953815
1515198314253,1.8194709055682
1515198344253,1.85734156770973
1515198374253,1.87017686179382
1515198404253,1.86875522500777
1515198434253,1.85420014567403
1515198464253,1.89058014393811
1515198494253,1.91104840240956
1515198524253,1.90117957464009
1515198554253,1.87543594207402
1515198584253,1.84479310870859
1515198614253,1.8682991925945
1515198644253,1.86049227822129
1515198674253,1.84242034887076
1515198704253,1.84151909187972
1515198734253,1.89135253447637
1515198764253,1.93112537398987
1515198794253,1.97279958849437
1515198824253,1.99140052597104
1515198854253,1.99242476322335
1515198884253,1.9492254822977
1515198914253,1.92513781056047
1515198944253,1.92720020705704
1515198974253,1.97432284451757
1515199004253,1.9816738269905
1515199034253,1.94976774880186
1515199064253,1.96911619548645
1515199094253,1.95403625599762
1515199124253,1.95727938451212
1515199154253,1.97631153421305
1515199184253,1.99975713386655
1515199214253,2.0006654856264
1515199244253,1.96292240671484
1515199274253,1.97289484318946
1515199304253,2.0079099082192
1515199334253,1.99644932504578
1515199364253,1.95679692239817
1515199394253,1.9934819005865
1515199424253,2.03469383520293
1515199454253,2.06170013736081
1515199484253,2.01332255292838
1515199514253,2.00220173024675
1515199544253,1.96430019643823
1515199574253,1.92031346844524
1515199604253,1.96095033288512
1515199634253,1.93731184445196
1515199664253,1.91337523593724
1515199694253,1.8956734957619
1515199724253,1.88439312103875
1515199754253,1.8434310147741
1515199784253,1.85579260979117
1515199814253,1.89309421381591
1515199844253,1.87197924522775
1515199874253,1.87623283806081
1515199904253,1.88560229909401
1515199934253,1.92383979825482
1515199964253,1.9663334177883
1515199994253,2.0070814424693
1515200024253,1.96256575408045
1515200054253,1.94305019548305
1515200084253,1.95914666946472
1515200114253,1.96060660721762
1515200144253,1.92783173717457
1515200174253,1.94893075970417
1515200204253,1.94974152748461
1515200234253,1.96819034235933
1515200264253,1.9794395051568
1515200294253,2.01166015430896
1515200324253,2.0085731599287
1515200354253,1.96913248611108
1515200384253,2.00861833135533
1515200414253,1.9617061926805
1515200444253,1.91216847256858
1515200474253,1.95376310788736
1515200504253,1.9531649295721
1515200534253,1.97108647132809
1515200564253,1.93490033339937
1515200594253,1.93094945788893
1515200624253,1.88743523090958
1515200654253,1.86842470181567
1515200684253,1.91045523214175
1515200714253,1.89750541900168
1515200744253,1.94370585423601
1515200774253,1.93791108901515
1515200804253,1.89458164369901
1515200834253,1.93072563932777
1515200864253,1.90274895967578
1515200894253,1.91075228793116
1515200924253,1.86135526337258
1515200954253,1.90813282924152
1515200984253,1.90417862653461
1515201014253,1.873778199206
1515201044253,1.90497886578319
1515201074253,1.91570635899701
1515201104253,1.87661618717323
1515201134253,1.8767786649879
1515201164253,1.84843271234931
1515201194253,1.8394321560112
1515201224253,1.84463466023776
1515201254253,1.81682270980292
1515201284253,1.8319350585723
1515201314253,1.82577780090541
1515201344253,1.86116305511033
1515201374253,1.8393233542048
1515201404253,1.80887540269591
1515201434253,1.81814913638781
1515201464253,1.85498846052447
1515201494253,1.84227885661753
1515201524253,1.79713062776585
1515201554253,1.83857854704306
1515201584253,1.86300218413258
1515201614253,1.8594466791765
1515201644253,1.89370893083685
1515201674253,1.91820377154192
1515201704253,1.90665768261843
1515201734253,1.88570396974017
1515201764253,1.89096347225875
1515201794253,1.91398336743656
1515201824253,1.9284118352823
1515201854253,1.94307860743398
1515201884253,1.93950410196069
1515201914253,1.89274993650278
1515201944253,1.92436761021352
1515201974253,1.92450304996432
1515202004253,1.9390165788536
1515202034253,1.95890285142646
1515202064253,1.93079004617445
1515202094253,1.9205248328487
1515202124253,1.95120963999127
1515202154253,2.00044898386134
1515202184253,1.99671647825591
1515202214253,2.01953089666531
1515202244253,2.0603775169283
1515202274253,2.0946752403838
1515202304253,2.1105523625205
1515202334253,2.10874015051347
1515202364253,2.11040508316849
1515202394253,2.12844521930834
1515202424253,2.10309840559638
1515202454253,2.10049522658833
1515202484253,2.14979989808043
1515202514253,2.18453282233539
1515202544253,2.18768437944245
1515202574253,2.14683943560665
1515202604253,2.11919336438607
1515202634253,2.16879466663524
1515202664253,2.15413198764628
1515202694253,2.1108378135184
1515202724253,2.08311139565572
1515202754253,2.11497493671019
1515202784253,2.15987791200628
1515202814253,2.15851206418989
1515202844253,2.18508304000603
1515202874253,2.22561877208092
1515202904253,2.25138132711937
1515202934253,2.26324784134666
1515202964253,2.27547290996903
1515202994253,2.26072272442315
1515203024253,2.27436949462833
1515203054253,2.27403527054658
1515203084253,2.2614218094905
1515203114253,2.2585263469529
1515203144253,2.2651319359034
1515203174253,2.22074436318164
1515203204253,2.21592478806429
1515203234253,2.16753400674441
1515203264253,2.17313188152534
1515203294253,2.22309640973019
1515203324253,2.18171412829855
1515203354253,2.2219802513821
1515203384253,2.24936160584882
1515203414253,2.28658097222754
1515203444253,2.28494768111731
1515203474253,2.25197932797111
1515203504253,2.26734142863068
1515203534253,2.27903399890244
1515203564253,2.27912827633746
1515203594253,2.301590893884
1515203624253,2.27937240485538
1515203654253,2.2942846314955
1515203684253,2.27883358305732
1515203714253,2.24401495193318
1515203744253,2.21147615647012
1515203774253,2.26029742255821
1515203804253,2.21463379113219
1515203834253,2.26226713334316
1515203864253,2.30851057593641
1515203894253,2.25882146412452
1515203924253,2.21735663254157
1515203954253,2.17136724045098
1515203984253,2.20732995982158
1515204014253,2.17374507802247
1515204044253,2.12813844395715
1515204074253,2.15312585432694
1515204104253,2.11313613637497
1515204134253,2.11533627040467
1515204164253,2.09346360570912
1515204194253,2.09100273553794
1515204224253,2.1049773668195
1515204254253,2.0757220769188
1515204284253,2.06972550438704
1515204314253,2.05509829719323
1515204344253,2.10318640449698
1515204374253,2.08519386355076
1515204404253,2.03967605013851
1515204434253,1.99735965905588
1515204464253,1.94762710234971
1515204494253,1.95716643131206
1515204524253,1.93234006272738
1515204554253,1.89641004749407
1515204584253,1.85818228428633
1515204614253,1.89794473536217
1515204644253,1.8554130388449
1515204674253,1.90414758240997
1515204704253,1.8692644067664
1515204734253,1.84146957683445
1515204764253,1.82111290975991
1515204794253,1.82889723262233
1515204824253,1.78017329132658
1515204854253,1.77772037399827
1515204884253,1.73308615008513
1515204914253,1.73837313667795
1515204944253,1.77980249646576
1515204974253,1.73440960712471
1515205004253,1.68871301083766
1515205034253,1.69967924710348
1515205064253,1.73250524754753
1515205094253,1.75588454606751
1515205124253,1.71290591087328
1515205154253,1.67606787750314
1515205184253,1.65963311247045
1515205214253,1.61218826007666
1515205244253,1.57067624634163
1515205274253,1.52771304721372
1515205304253,1.49862184638559
1515205334253,1.54779800514122
1515205364253,1.51489126671333
1515205394253,1.5503450121965
1515205424253,1.59468409169683
1515205454253,1.64133685135345
1515205484253,1.68870275027058
1515205514253,1.67540686390149
1515205544253,1.70054412067428
1515205574253,1.74500930432464
1515205604253,1.78724767544179
1515205634253,1.83344794373654
1515205664253,1.79239475845471
1515205694253,1.74805358082431
1515205724253,1.75792416683767
1515205754253,1.79572927881765
1515205784253,1.76828607992189
1515205814253,1.78862909236393
1515205844253,1.7848921634885
1515205874253,1.75131971209837
1515205904253,1.71669864611081
1515205934253,1.75541508698622
1515205964253,1.7493585200046
1515205994253,1.79283951664941
1515206024253,1.77054357199024
1515206054253,1.76405952231216
1515206084253,1.73891713078549
1515206114253,1.71580527555933
1515206144253,1.71832323971592
1515206174253,1.68033490450137
1515206204253,1.71083965430075
1515206234253,1.67005674348681
1515206264253,1.70133120829767
1515206294253,1.65176271090832
1515206324253,1.67958845530152
1515206354253,1.64552912090231
1515206384253,1.60064102939826
1515206414253,1.59483061684055
1515206444253,1.60827586020263
1515206474253,1.56289915925027
1515206504253,1.56308034300482
1515206534253,1.58174200546078
1515206564253,1.61189173528081
1515206594253,1.65885591141826
1515206624253,1.62122465096005
1515206654253,1.57932778637825
1515206684253,1.58134720792591
1515206714253,1.60851438600035
1515206744253,1.57202309850698
1515206774253,1.54123935133276
1515206804253,1.58184451685839
1515206834253,1.59506673938365
1515206864253,1.60135881586529
1515206894253,1.6434192535204
1515206924253,1.68507712038005
1515206954253,1.6672694786765
1515206984253,1.67250220441376
1515207014253,1.64611446934106
1515207044253,1.6538641594834
1515207074253,1.65468728866181
1515207104253,1.67648243984509
1515207134253,1.69696019398838
1515207164253,1.7311463434627
1515207194253,1.74427193545004
1515207224253,1.70823236930102
1515207254253,1.74125365123211
1515207284253,1.70617945471601
1515207314253,1.66469476682353
1515207344253,1.64252784479993
1515207374253,1.6364577652125
1515207404253,1.66915096869653
1515207434253,1.69751818235848
1515207464253,1.65441595143844
1515207494253,1.64605572351536
1515207524253,1.66230208837069
1515207554253,1.65901935992717
1515207584253,1.61758607098255
1515207614253,1.61456532786347
1515207644253,1.64567758496649
1515207674253,1.61527850488912
1515207704253,1.65677503366339
1515207734253,1.65446546406227
1515207764253,1.61784489632949
1515207794253,1.60114660766029
1515207824253,1.57255310692012
1515207854253,1.53983563419424
1515207884253,1.54276064689865
1515207914253,1.58197467405441
1515207944253,1.54074830980541
1515207974253,1.53638169590215
1515208004253,1.54708963576569
1515208034253,1.57858927933434
1515208064253,1.61502917663428
1515208094253,1.57765129081795
1515208124253,1.56047943868231
1515208154253,1.59018286829357
1515208184253,1.62465838127521
1515208214253,1.59168251910791
1515208244253,1.62468626139438
1515208274253,1.60403371900508
1515208304253,1.64721105093938
1515208334253,1.64071516037952
1515208364253,1.64004926047756
1515208394253,1.65962805257162
1515208424253,1.64615110191337
1515208454253,1.60838905377704
1515208484253,1.61471350722234
1515208514253,1.57936581162706
1515208544253,1.55517988442685
1515208574253,1.55012047973001
1515208604253,1.52374612697109
1515208634253,1.48199959582742
1515208664253,1.4744996036517
1515208694253,1.46264837387141
1515208724253,1.47197497427556
1515208754253,1.44607969505996
1515208784253,1.45317801693602
1515208814253,1.45406245507955
1515208844253,1.44578154780706
1515208874253,1.49245945438392
1515208904253,1.47255572361059
1515208934253,1.44826749993873
1515208964253,1.49800917629525
1515208994253,1.53020886817491
1515209024253,1.56343084872394
1515209054253,1.51462440863933
1515209084253,1.55655172500133
1515209114253,1.60082737989762
1515209144253,1.55963900411019
1515209174253,1.59618193935425
1515209204253,1.6084236979291
1515209234253,1.64996627115177
1515209264253,1.66394178574623
1515209294253,1.66570658523855
1515209324253,1.64213017322688
1515209354253,1.640122592561
1515209384253,1.68847892286185
1515209414253,1.68227956303501
1515209444253,1.72905822502405
1515209474253,1.68822677242021
1515209504253,1.69918484624903
1515209534253,1.68745755454873
1515209564253,1.7008575089047
1515209594253,1.71469054935253
1515209624253,1.6866982882082
1515209654253,1.6891527592154
1515209684253,1.67815239495977
1515209714253,1.67644352204001
1515209744253,1.67973903581954
1515209774253,1.63846246289949
1515209804253,1.61106757063468
1515209834253,1.5946586454728
1515209864253,1.61996369057799
1515209894253,1.6562895262876
1515209924253,1.70554071467162
1515209954253,1.72300627027778
1515209984253,1.7167687033614
1515210014253,1.73390311157978
1515210044253,1.77025992312481
1515210074253,1.75558941255118
1515210104253,1.72590004805285
1515210134253,1.73794884660186
1515210164253,1.69378952679401
1515210194253,1.68306066434973
1515210224253,1.71575950107805
1515210254253,1.69784257509645
1515210284253,1.69212052935833
1515210314253,1.73285573769028
1515210344253,1.69458091992167
1515210374253,1.65591510099169
1515210404253,1.63166349147524
1515210434253,1.59496117317814
1515210464253,1.59906694933263
1515210494253,1.58161749466398
1515210524253,1.56733732741202
1515210554253,1.609160888339
1515210584253,1.62147271031117
1515210614253,1.60738134621986
1515210644253,1.61757329924385
1515210674253,1.59834080878568
1515210704253,1.61053473295669
1515210734253,1.60417092223846
1515210764253,1.59515106335522
1515210794253,1.54523926048784
1515210824253,1.5591770879967
1515210854253,1.53782777173343
1515210884253,1.50406529985092
1515210914253,1.53171497873576
1515210944253,1.53422858984407
1515210974253,1.54318662222623
1515211004253,1.49741660847674
1515211034253,1.4786385305592
1515211064253,1.48608235918734
1515211094253,1.49753153175001
1515211124253,1.5363894436445
1515211154253,1.58529871892431
1515211184253,1.56773074703185
1515211214253,1.54185956383211
1515211244253,1.57299376755161
1515211274253,1.61291843238888
1515211304253,1.5710949491342
1515211334253,1.56935937654663
1515211364253,1.55592532139547
1515211394253,1.54788665410498
1515211424253,1.58086169070139
1515211454253,1.54016911673367
1515211484253,1.5696544154173
1515211514253,1.56240891519115
1515211544253,1.56301491815272
1515211574253,1.52044254560976
1515211604253,1.47559627924375
1515211634253,1.43345007641867
1515211664253,1.39039253161307
1515211694253,1.39598183361626
1515211724253,1.41911739887163
1515211754253,1.44579184509152
1515211784253,1.41686050252377
1515211814253,1.37261298558331
1515211844253,1.39794629563016
1515211874253,1.40199444862176
1515211904253,1.36783999452267
1515211934253,1.38446826989971
1515211964253,1.37268986712335
1515211994253,1.37545701697257
1515212024253,1.33256121179208
1515212054253,1.37708768019317
1515212084253,1.38294153326794
1515212114253,1.42559813685976
1515212144253,1.41929077029661
1515212174253,1.40610132776485
1515212204253,1.41549286058428
1515212234253,1.4036758657562
1515212264253,1.40845029794539
1515212294253,1.4287175861321
1515212324253,1.40130857892861
1515212354253,1.3652380756872
1515212384253,1.32230832012012
1515212414253,1.37132712852737
1515212444253,1.33844028906358
1515212474253,1.34307069054016
1515212504253,1.34223607559327
1515212534253,1.36571910393691
1515212564253,1.34276277986018
1515212594253,1.33784876351145
1515212624253,1.34165306225962
1515212654253,1.3880292513352
1515212684253,1.36230871822327
1515212714253,1.31416324484822
1515212744253,1.35247685215551
1515212774253,1.31466031783012
1515212804253,1.34250093567767
1515212834253,1.31918048072568
1515212864253,1.31797598747908
1515212894253,1.29506203820699
1515212924253,1.31914115714335
1515212954253,1.31068939851163
1515212984253,1.27073222870041
1515213014253,1.30453102370004
1515213044253,1.28938816159004
1515213074253,1.32783672978535
1515213104253,1.33129030274287
1515213134253,1.36811899783468
1515213164253,1.41718086417167
1515213194253,1.380976309665
1515213224253,1.37901240430261
1515213254253,1.39598313276469
1515213284253,1.39906249775042
1515213314253,1.38573766475811
